SMILES,logP,tPSA,QED,SAS,NP,MW,NATOM
O=C(Nc1cccc(CN2CCC(C(=O)NC3CCCCC3)CC2)c1)C1CCC(O)C1,3.8487999999999998,81.67,0.6495251695971785,2.930403902445006,-1.2932717704316288,427.58900000000034,31
CC(=O)Nc1cccc(CN2CCC(C(=O)NC3CCCCC3)CC2)c1,3.707699999999999,61.440000000000005,0.8498335765709939,1.9387353356175065,-1.7182001230413186,357.4980000000003,26
O=C(NC1CCCCC1)C1CCN(Cc2cccc(F)c2)CC1,3.8153999999999995,32.34,0.9215277408057058,1.859111299954316,-1.9762524896331524,318.4360000000001,23
CN(C)CCC(=O)Nc1cccc(CN2CCC(C(=O)NC3CCCCC3)CC2)c1,3.6395,64.68,0.6854625276914814,2.127594605188996,-1.7994567711212768,414.59400000000034,30
Cc1cn(CC(=O)Nc2cccc(CN3CCC(C(=O)NC4CCCCC4)CC3)c2)cn1,3.8929,79.26,0.6949942351359839,2.3511915190708734,-1.9411684741514157,437.5880000000003,32
O=C(CC1CCOC1)Nc1cccc(CN2CCC(C(=O)NC3CCCCC3)CC2)c1,4.1144,70.67,0.6959142372912694,2.709459183651088,-1.5528486021091772,427.58900000000034,31
CC(=O)Nc1cccc(CN2CCC(C(=O)NC3CCCCC3)CC2)c1,3.707699999999999,61.440000000000005,0.8498335765709939,1.9387353356175065,-1.7182001230413186,357.4980000000003,26
Cc1cnc(C(=O)Nc2cccc(CN3CCC(C(=O)NC4CCCCC4)CC3)c2)cn1,4.1,87.22,0.7224860093125565,2.2629542982272017,-1.911137748901384,435.5720000000003,32
O=C(Nc1cccc(CN2CCC(C(=O)NC3CCCCC3)CC2)c1)C1CCC(O)C1,3.8487999999999998,81.67,0.6495251695971785,2.930403902445006,-1.2932717704316288,427.58900000000034,31
O=C(Nc1cccc(CN2CCC(C(=O)NC3CCCCC3)CC2)c1)C1CCC(O)C1,3.8487999999999998,81.67,0.6495251695971785,2.930403902445006,-1.2932717704316288,427.58900000000034,31
CC(=O)Nc1cccc(CN2CCC(C(=O)NC3CCCCC3)CC2)c1,3.707699999999999,61.440000000000005,0.8498335765709939,1.9387353356175065,-1.7182001230413186,357.4980000000003,26
Cc1cnc(C(=O)Nc2cccc(CN3CCC(C(=O)NC4CCCCC4)CC3)c2)cn1,4.1,87.22,0.7224860093125565,2.2629542982272017,-1.911137748901384,435.5720000000003,32
O=C(Nc1cccc(CN2CCC(C(=O)NC3CCCCC3)CC2)c1)c1cnc[nH]1,3.7247000000000003,90.12,0.6826619508581492,2.302354801968958,-1.7640605802046332,409.5340000000002,30
O=C(Nc1cccc(CN2CCC(C(=O)NC3CCCCC3)CC2)c1)c1cnc[nH]1,3.7247000000000003,90.12,0.6826619508581492,2.302354801968958,-1.7640605802046332,409.5340000000002,30
Cc1nncn1CC(=O)Nc1cccc(CN2CCC(C(=O)NC3CCCCC3)CC2)c1,3.2878999999999996,92.15,0.6935341515981758,2.4358585165894855,-2.118467736747228,438.57600000000036,32
O=C(Nc1cccc(CN2CCC(C(=O)NC3CCCCC3)CC2)c1)c1cn[nH]c1,3.7247000000000003,90.12,0.6826619508581492,2.2792348718990283,-1.955554799721993,409.5340000000002,30
CC(=O)N1CCC(C(=O)Nc2cccc(CN3CCC(C(=O)NC4CCCCC4)CC3)c2)CC1,3.8842,81.75,0.6691103411129431,2.2167226936789035,-1.6226898691653615,468.64200000000045,34
O=C(Nc1cccc(CN2CCC(C(=O)NC3CCCCC3)CC2)c1)c1cc[nH]n1,3.7247000000000003,90.12,0.6826619508581492,2.4566418649060218,-2.0777349284699067,409.5340000000002,30
COCCC(=O)Nc1cccc(CN2CCC(C(=O)NC3CCCCC3)CC2)c1,3.7242999999999995,70.67,0.7010231428889907,2.070242394048698,-1.7768664376979757,401.5510000000003,29
COCC(=O)N(C)c1cccc(CN2CCC(C(=O)NC3CCCCC3)CC2)c1,3.2855,61.88,0.7630805573810604,2.2488250698066743,-1.8444945313616654,401.5510000000003,29
O=C(Nc1cccc(CN2CCC(C(=O)NC3CCCCC3)CC2)c1)c1ccc(N2CCNCC2)nn1,3.5950000000000006,102.49000000000001,0.5318140115330893,2.506167727964792,-1.9930332532429595,505.6670000000004,37
N#CCC(=O)Nc1cccc(CN2CCC(C(=O)NC3CCCCC3)CC2)c1,3.6014799999999996,85.23,0.7911245215997105,2.1784058352609534,-1.9545988770172316,382.5080000000002,28
CC(=O)Nc1nnc(C(=O)Nc2cccc(CN3CCC(C(=O)NC4CCCCC4)CC3)c2)o1,3.4159999999999995,129.45999999999998,0.5695900736101818,2.4796215947778038,-1.84374236395695,468.55800000000045,34
Cc1ncncc1C(=O)Nc1cccc(CN2CCC(C(=O)NC3CCCCC3)CC2)c1,4.1,87.22,0.7224860093125565,2.2971394098897324,-1.8269406063316156,435.5720000000003,32
O=C(Nc1cccc(CN2CCC(C(=O)NC3CCCCC3)CC2)c1)c1ccc(NCCO)cn1,3.873800000000001,106.59,0.4392783365521861,2.3629579541920425,-1.740856253945243,479.62500000000034,35
CC(=O)Nc1cccc(CN2CCC(C(=O)NC3CCCCC3)CC2)c1,3.707699999999999,61.440000000000005,0.8498335765709939,1.9387353356175065,-1.7182001230413186,357.4980000000003,26
Cc1ccn(CC(=O)Nc2cccc(CN3CCC(C(=O)NC4CCCCC4)CC3)c2)n1,3.892899999999999,79.26,0.6949942351359839,2.2835418912793113,-2.235900468449228,437.5880000000003,32
Cc1cn(CC(=O)Nc2cccc(CN3CCC(C(=O)NC4CCCCC4)CC3)c2)cn1,3.8929,79.26,0.6949942351359839,2.3511915190708734,-1.9411684741514157,437.5880000000003,32
O=C(Nc1cccc(CN2CCC(C(=O)NC3CCCCC3)CC2)c1)c1cnccn1,3.7916000000000007,87.22000000000001,0.7465781557134423,2.2034381076598777,-1.985138625387597,421.54500000000024,31
O=C(CCn1cnc(Cl)c1)Nc1cccc(CN2CCC(C(=O)NC3CCCCC3)CC2)c1,4.628,79.26,0.6035419278769653,2.479942968475042,-1.8441878413677424,472.0330000000004,33
COCC(=O)Nc1cccc(CN2CCC(C(=O)NC3CCCCC3)CC2)c1,3.3342,70.67,0.754672358849162,2.0283545532096703,-1.9074667851869034,387.5240000000002,28
Cn1nccc1C(=O)Nc1cccc(CN2CCC(C(=O)NC3CCCCC3)CC2)c1,3.735099999999999,79.26,0.7469719739242128,2.261132934371627,-2.055556139529268,423.5610000000003,31
CC(=O)N1CCC(C(=O)Nc2cccc(CN3CCC(C(=O)NC4CCCCC4)CC3)c2)CC1,3.8842,81.75,0.6691103411129431,2.2167226936789035,-1.6226898691653615,468.64200000000045,34
NC(=O)c1cncnc1C(=O)Nc1cccc(CN2CCC(C(=O)NC3CCCCC3)CC2)c1,3.5907999999999998,130.31,0.5771095944317823,2.4482501662063747,-1.6632777500945999,464.57000000000045,34
NC(=O)c1cncc(C(=O)Nc2cccc(CN3CCC(C(=O)NC4CCCCC4)CC3)c2)n1,3.5907999999999998,130.31,0.5771095944317823,2.403067905609829,-1.7412098926446469,464.5700000000004,34
Cn1cnc(C(=O)Nc2cccc(CN3CCC(C(=O)NC4CCCCC4)CC3)c2)c1,3.7351,79.26,0.746971973924213,2.3250206266793203,-1.7628260443068868,423.56100000000026,31
Cn1cncc1C(=O)Nc1cccc(CN2CCC(C(=O)NC3CCCCC3)CC2)c1,3.735099999999999,79.26,0.7469719739242128,2.3385467805254745,-1.7298327255912027,423.5610000000003,31
Cc1nnc(C(=O)Nc2cccc(CN3CCC(C(=O)NC4CCCCC4)CC3)c2)o1,3.6929999999999996,100.36,0.7366179689263488,2.364889857448551,-1.879735250322332,425.5330000000003,31
O=C(Nc1cccc(CN2CCC(C(=O)NC3CCCCC3)CC2)c1)c1c[nH]cn1,3.7247000000000003,90.12,0.6826619508581492,2.411547459311617,-1.6126016861233932,409.5340000000002,30
CONC(=O)C1CCN(Cc2cccc(NC(=O)c3ccc(Cl)cn3)c2)CC1,3.2787000000000006,83.56,0.7257131415569887,2.226113313893432,-2.077716342041889,402.8820000000001,28
O=C(Nc1cccc(CN2CCC(C(=O)NC3CCCCC3)CC2)c1)C1(O)CCC1,3.6027999999999993,81.67,0.6689396101586467,2.3124133887310343,-1.1914696917141836,413.56200000000035,30
O=C(Nc1cccc(CN2CCC(C(=O)NC3CCCCC3)CC2)c1)c1cnc[nH]1,3.7247000000000003,90.12,0.6826619508581492,2.302354801968958,-1.7640605802046332,409.5340000000002,30
CC(=O)Nc1cccc(CN2CCC(C(=O)NC3CCCCC3)CC2)c1,3.707699999999999,61.440000000000005,0.8498335765709939,1.9387353356175065,-1.7182001230413186,357.4980000000003,26
O=C(Nc1cccc(CN2CCC(C(=O)NC3CCCCC3)CC2)c1)C1CCCO1,3.8667999999999996,70.67,0.7492553876745155,2.62641049526594,-1.5548133854574828,413.56200000000035,30
CCOCC(=O)Nc1cccc(CN2CCC(C(=O)NC3CCCCC3)CC2)c1,3.7242999999999995,70.67,0.7010231428889907,2.0867852511915537,-1.9067989971784585,401.5510000000003,29
