SMILES,logP,tPSA,QED,SAS,NP,MW,NATOM
CCC#C[C@H](C#CC#CCCC#CC)C,2.8461999999999996,0.0,0.44666730692870477,4.62955047543756,1.2978387314610467,196.29299999999992,15
CCC#C[C@@](C(N)(C)C)(/N=C/N=O)ONC,1.8703,89.07000000000001,0.2382053320013875,5.071018579234724,0.2658826942849938,226.28,16
C=C[C@H](COC#CC#COC)CC/C=C(/CC#N)\CC,3.4036799999999996,42.25,0.5016671441224826,4.79911502015695,1.0160153228327116,271.35999999999996,20
CCNC(=O)[C@]([C@H](C#CO)C)(CC#C)O,0.2373,69.56,0.5637338455262427,4.747319944865461,0.23678222908392008,209.24499999999998,15
I[C@H](N(Br)N)OC(C#CI)(C)C,3.082,38.489999999999995,0.10313088576160077,5.324038478481043,-0.06431933926694172,458.8630000000001,12
C=C[C@H](CC[C@H](C(=C)C=C)CC)C,4.357099999999999,0.0,0.40123893408931705,4.167797233919309,1.8427350267766696,178.31899999999996,13
ClC(=O)Cl,1.584,17.07,0.42105090596808614,2.3715230464679795,-0.426990670681975,98.916,4
*N=O,0.21710000000000002,29.43,0.350029052644223,5.911757038634983,-0.23183255825826668,30.006,2
OCCN([C@@](CO)(CC)C)C#CC(=C)C,0.9786999999999999,43.7,0.5260559107022668,4.374852757770613,0.4223825129768134,211.30499999999995,15
O=NN([C@@H](O[C@](C#C)(NC)C)O)C#CN,-0.2006,100.18,0.17223881084003104,5.785437104628774,0.019836168537593346,212.20899999999997,15
CCNC(=O)[C@]([C@H](C#CO)C)(CC#C)O,0.2373,69.56,0.5637338455262427,4.747319944865461,0.23678222908392008,209.24499999999998,15
CNC[C@@H]([C@H]([C@@](C#CO)(CC)C)C)N=O,2.1175,61.69,0.5203606046397641,5.09851559200358,0.4439656421630602,212.29299999999995,15
CC[C@@H](C(=C)/C(=C/O)/C)CC[C@@H](C=C)C,4.632899999999999,20.23,0.3671308904486991,4.325420536581438,1.64570401329538,208.34499999999994,15
*N=C=C([C@](C(=O)CO)(O)C)[C@@H](/C=C/C)N,-0.03710000000000013,95.91,0.41209366698133415,5.36510135711777,0.7165580901391125,211.24099999999999,15
C[C@@H]([C@H](OCC#C/C(=C/C)/C(=O)O)N)CCl,1.8972999999999998,72.55,0.3304185100261383,4.502921861004129,0.48035899667483123,245.70599999999996,16
C=CC[C@@H](/C(=C\C)/OC#CC(=C)C)CC,4.0461,9.23,0.37280020776076955,4.467703112800199,1.3328153060779468,204.31299999999993,15
CC#C[C@](/C(=N/*)/N=O)(OC(=C)N(C)C)NC,0.9949000000000001,66.28999999999999,0.18504353140730045,5.4265406317808935,0.04168108431672938,223.256,16
CC(=N/C=C(/C(=O)C)\C)C,1.9600000000000002,29.43,0.4244751174990769,3.600264443598591,0.36097840226593,139.19799999999998,10
CCC#C[C@H](C#CC#CCCC#CC)C,2.8461999999999996,0.0,0.44666730692870477,4.62955047543756,1.2978387314610467,196.29299999999992,15
C=POOC(=C[C@H](C(=O)OC#C)CC)CC#CC,2.6852,44.760000000000005,0.17738672606534467,5.307127288120064,0.8469315286243501,266.23299999999995,18
