SMILES,logP,tPSA,QED,SAS,NP,MW,NATOM
CC#C[C@@](C(=C(C)C)NC)(C(=C)C)C#CC(=O)OC(=C)/C(=N/*)/C#N,2.9655800000000005,74.47999999999999,0.2107650758292476,5.359920697628545,0.30216587965684405,322.38800000000003,24
CC#C[C@@](C(=C(C)C)NC)(C(=C)C)C#CC(=O)OC(=C)/C(=N/*)/C#N,2.9655800000000005,74.47999999999999,0.2107650758292476,5.359920697628545,0.30216587965684405,322.38800000000003,24
CC#C[C@@](C(=C(C)C)NC)(C(=C)C)C#CC(=O)OC(=C)/C(=N/*)/C#N,2.9655800000000005,74.47999999999999,0.2107650758292476,5.359920697628545,0.30216587965684405,322.38800000000003,24
COC#C/C(=C(/OBr)\C)/[C@](C(=O)[C@](OC=O)(C#N)C)([C@@H](CC)C)OC(=O)C,3.2024799999999987,111.92000000000002,0.23094241273068547,5.377470565215201,0.5238279249338814,444.27800000000025,27
CCC[C@@](/C(=C(\C(OOC)(C)C)/N(NC)C)/N=O)(COC(C)C)CC,4.3995999999999995,72.39,0.3042525562434482,4.4455611710013265,-0.09066375843765996,359.5110000000002,25
CCC[C@@H](N(O/N=C(\C#N)/C)C#CO[C@@H](C=C(C#CC)C#CC)C)C,3.6045799999999995,57.849999999999994,0.3076732867915145,5.499040168050927,0.12200135905910799,339.4390000000001,25
CC[C@@H](/C(=C(\C(=O)[C@]([C@@](/C(=C(/NO)\C)/N)(C#C/C=C(/CC)\O)C)(C#N)N=O)/C#CC#CC)/C(=O)C(=O)C)I,4.40108,182.94,0.03881344983409281,5.8149672835507165,0.38099960090977897,632.4550000000004,38
*/N=N/C=C(/OC(=O)C#CC#C[C@H](OC(CC)(C)C)O/C(=C(/C#C)\C=O)/Br)\F,3.2077999999999993,86.55000000000001,0.08494645610423153,5.68662692327433,0.711794783282868,438.22900000000004,27
COOC(=C=C([C@@]([C@@](CC)(Cl)N)(/N=C/CC)C=C)C)/C=N/*,3.938300000000001,69.2,0.10381344887514653,5.890403184676581,0.3780702739452137,312.821,21
COOC(=C=C([C@@]([C@@](CC)(Cl)N)(/N=C/CC)C=C)C)/C=N/*,3.938300000000001,69.2,0.10381344887514653,5.890403184676581,0.3780702739452137,312.821,21
C#CC/C(=C(\C(=O)CC(=C=CC)C=O)/C#CC(S)(C)C)/CC,3.6875999999999998,34.14,0.2666782877803797,4.691158370449356,0.2913197862974682,314.4500000000001,22
