FILENUM	Canonical_SMILES
1	C=NC(=C)OC#COC(C#CC)(C)C
2	CC[C@H](N[C@H](C#CC(=O)N=[PH2]C)C)[PH3]C
3	IC#C[C@](C(=O)OC(C)C)(OC/C(=C/C)/N)Cl
4	C#CCC#CO[C@@]([C@](C/C=C/C)(C=C)C)(CC)C
5	C[C@@H]([C@@](C(=CO)Br)(CCCCC)N)N=C
6	C#CC#C/C(=N/O[C@@](CC#C)(N=C)O)/C
7	OCC#C[C@@]([C@](C#C)(Cl)C)(C(=C)C)I
8	CC/C(=C\O)/[C@](C#C)(OC)NC
9	C=C[C@H](OC(=O)[C@@](C#CI)(O/N=N/*)Cl)C
10	OC#CC#C/C(=C/[C@@H](N)C)/C(=C/C)/CN
11	CC[C@H](NOC(=C)C(=C)C(CC)(C)C)N
12	*/N=C/[C@@](/C(=C\[C@@H](N)C)/C#CC#CO)(CC)C
13	OC[C@@H](C#CC(=C)/C(=C/C)/CN)O
14	CO[C@H](C#CC(N(/C(=N/*)/C)O)(C)C)C
15	C/C(=C\C(=C)N=C)/[C@@H](CC#C)O
16	C#CC#C/C(=N/O[C@@](CC#C)(N=C)O)/CC
17	CCCC/C(=C(/C(CC)(C)C)\OC)/CO
18	C#CC[C@](O/N=C(/C#C/C(=C/C)/C#C)\C)(N=C)O
19	*/N=N/C(=O)CC(=C=N*)C#CC
20	OCCC[C@@H](C(CC)(C)C)C/C=C(/[C@H](F)O)\C
21	CCC(=O)C(=O)N(OO[C@](C(=C)C)(N)C)C
22	*/N=C/[C@@](C(=C)C#C[C@H](CO)O)(CC)C
23	CCCCC[C@@]([C@@H](C(=C)C)C)(/C(=C\O)/Br)N
24	*/N=C/N([C@@](C(=[PH3])C)(CN)C)C(=CC)C(C#CC)(C)C
25	COCN(C(=C)/C(=N\CC)/C#CN=O)C
26	C=COC#C/C(=N\*)/C#CO[C@](C(=O)OC(C)C)(O/N=N/*)Cl
27	CC(=C)C(=C)OC#COO
28	CCCC/C(=C(/CC#C)\OC)/N=O
29	C/C(=N\O[C@](N=C)(C[C@@](CC)(F)C)O)/C#CC#C
30	C#CC#C/C(=N/O[C@@](CC#C)(N=C)O)/C
31	COCC#N
32	O=NCC[C@H](C/C=C(/[C@H](F)O)\C)CC#C
33	CC#CC(=O)C(=O)/N=C(/NC)\O
34	O[C@@H](/C(=C/C(=C)N=C)/C)CC(F)(C)C
35	CC/N=C(\C(=C)N(/C(=N/*)/C#C)C)/C#CN=O
36	CC(=C)OC#CI
37	CCCC/C(=C(/C(CC)(C)C)\OC)/N=O
38	C#CCC(=C(C)C)/C(=C(/C#N)\N)/ON
39	CO[C@H](C#CC(N(/C(=N/*)/C)O)(C)C)C
40	CC#CC(OC#COC(=C)C(=C)C)(C)C
1	CC#CO
2	OCC#C[C@@]([C@](C#C)(OC)C)(C(=C)C)I
3	CCCC/C(=C(/C(CC)(C)C)\OC)/CO
4	C=NC(=C)OC#COC(C#CC)(C)C
5	OOC#CC(OC#COC(=C)C(=C)C)(C)C
6	CC[C@H](N[C@H](C#CC(=O)C(=C)C(=C)C)C)[PH3]C
7	*/N=C/[C@@](C(=C)C#C[C@@H](C(=O)C(=O)/N=C(/NC)\O)CO)(CC)C
8	O=NCC[C@H](C/C=C(/[C@H](F)O)\OC)CC#C
9	C=CON/C(=N\C(=O)C(=O)C#CC)/O
10	*/N=C/[C@@](C(=C)C#C[C@H](CO)O)(CC)C
11	C=NC(=C)OC#COC(C#CC)(C)C
12	*/N=C/[C@](CC)(C[C@@H]([PH3]C)N[C@H](C#CC(=O)N=[PH2]C)C)C
13	CCCC/C(=C(\C(C#CC)(C)C)/C(CC)(C)C)/CO
14	NO/C(=C(\C#N)/N)/N
15	C=C(N=C)C=O
16	C#CCC#C/C(=N/CC)/C(=C)N(/C(=N/*)/C#C)C
17	C[PH2]=NOC#COO
18	CCCC/C(=C(/CC#C)\OC)/N=C(/[C@@H](CC#C)O)\C
19	CCC#N
20	CO[C@H](C#CC(C)(C)C)C
21	C#CCC(=C(C)C)[C@@H](NOC(=C)C(=C)C(CC)(C)C)CC
22	CC#COC(=C)C(=C)C
23	C/C(=N\O[C@](N=C)(C[C@@](CC)(F)C)O)/C#CC#C
24	OC#CC#C/C(=C/[C@@H](N)C)/C(=C/C)/CN
25	C#CC/C(=C(\N(/C(=N/*)/C)O)/C)/C(=C(/C#N)\N)/ON
26	C#CC[C@H](/C(=C/C#CC#CO)/C)O
27	C[C@@]([C@@](C=C)(C/C=C/C)N)(OC#CN=O)CC
28	C/C=C(/C(=C[C@@H](N)C)C(=C)N=C)\CN
29	CC/C(=C\O)/[C@](C#C)(OC)NC
30	CCCCC/C(=N\O[C@@](CC#C)(N=C)O)/C#CC#C
31	C#CC[C@](O/N=C(/C#C/C(=C/C)/C#C)\C)(OC)O
32	CCC[C@@](C(=C)C)(OON(C(=O)C(=O)CC)C)C
33	CO/C(=C(/N=O)\CN)/CC#C
34	C[C@](/C(=C\O)/Br)([C@@H](N=C)C)N
35	ClCC#N
36	*/N=N/O[C@@](C(=O)OC(C)C)(OC#C/C(=N/*)/C#CC)Cl
37	CC(=C)C#C[C@H](CO)O
38	COOC#COC(=C)N=C
39	CCCC/C(=C(/CC#C)\N=C)/N=O
40	COCN(C(=C)/C(=N\CC)/C#CN=O)C
1	COC#COC(C#CC)(C)C
2	C#CC/C(=C\C#CC#CO)/[C@@H](CC#C)O
3	CC#CC(OC#COC(=C)C(=C)C)(C)C
4	C#CCC#C[C@@](C#CC)(OC#COC(=C)N=C)C
5	C/C=C/C[C@@]([C@](/C(=C/C)/CN)(OC#CN=O)CC)(C=C)N
6	CO/C(=C(\[C@H](F)O)/OC)/CC#C
7	CC/N=C(\C(=C)N(/C(=N/*)/C#C)C)/C
8	CC(=C)C(=C)C#N
9	ClC#COC(=C)N=C
10	CCCO[C@](/C(=C/O)/CC)(C#C)NC
11	CC#CO
12	CCCCC/C(=N\O[C@@](CC#C)(N=C)O)/C#CC#C
13	C#CC#C/C(=N/O[C@@](CC#C)(N=C)O)/CCC
14	CC(=C)C#C[C@H](CO)O
15	*/N=C/[C@@](C(=C)C#C[C@@H](C(=O)C(=O)/N=C(/NC)\O)CO)(CC)C
16	C/C(=C/[C@@H](N)C)/C#CC#CO
17	O=NCC[C@H](C/C=C(\N=O)/CN)CC#C
18	CC#COC(=C)C(C)C
19	CCCC/C(=C(/CC#C)\OC)/N=C(/[C@@H](CC#C)C)\C
20	CC/C(=C\O)/[C@@](C#C)(NC)C
21	CCCC/C(=C(/CC#C)\N=C)/N=O
22	CC#CO
23	CC#COCCl
24	C/C(=N\O[C@](N=C)(C[C@@](CC)(F)O)O)/C#CC#C
25	OC#CC#C/C(=C/[C@H](C(=C)N=C)N)/C(=C/C)/CN
26	C[C@@](N=C)(O/N=C(/C#CC#C)\CCCCC)O
27	N#CCOC(C#CC)(C)C
28	*/N=N/O[C@@](C(=O)OC(=C)C)(OC#C/C(=N/*)/C#CC)Cl
29	CO/C=C(/C(=C[C@@H](N)C)C(=C)N=C)\CN
30	*/N=N/O[C@@](C(=O)OC(C)C)(OC#C/C(=N/*)/C#CC)Cl
31	CC(=C)C(=C)OC#COO
32	O=NCC[C@H](C/C=C(/[C@H](F)O)\OC)CC#C
33	O=NCC[C@H](C/C=C(/C=C(/C(=C[C@@H](N)C)C(=C)N=C)\CN)\OC)CC#C
34	COCN(C(=C)/C(=N\CC)/C#CN=O)C
35	OC[C@@H](C#CC(=C)C(/C=N/*)(C)C)O
36	CC(=C)C#C[C@H](CO)O
37	C#CC[C@](O/N=C(/C#C/C(=C/C)/C#C)\C)(OC)O
38	CC(=C)C#C[C@H](CO)O
39	C[C@H](F)O
40	CCCC/C(=C(\[C@@](C#CC)(CC)C)/C(CC)(C)C)/CO
1	CC#C/C(=C(/CC#C)\OC)/N=C(/[C@@H](C#C)C)\C
2	CCCCO
3	OC#CC#CO
4	CC1=CC#CC#C1
5	C#CC[C@](O/N=C(/C#C/C(=C/C)/C#C)\C)(OC)O
6	OC[C@H](/C(=C/[C@H](C(=C)N=C)N)/C(=C/C)/CN)C#CC(=C)C
7	CO/C=C(/C(=C[C@@H](N)C)C(=C)N=C)\C(=C)C
8	CCCO/N=C(/C#C/C(=C/C)/C#C)\C
9	CC#CO
10	C#CC[C@](O/N=C(/C#C/C(=C/C)/C#C)\C)(OC)O
11	OC(=C)OC#CCl
12	CC#CN
13	COC#CC
14	CC#CN=O
15	C#CC[C@H](C#CC(=C)C)CO
16	*/N=N/O[C@@](C(=O)OC(=C)C)(C#C[C@](C#CCC#C)(OC#COC(=C)N=C)C)Cl
17	CC#CO
18	CC#CC
19	CCCCC/C(=N\O[C@](CC#C)(O)C)/C#CC#C
20	C[C@](/C(=C/O)/CN=C)(C#C)NC
21	COC#C/C(=N/*)/C#CC
22	COC#CO[C@@](C(=C)C(C)C)(C#CC)C
23	OC[C@@H](C#CCN)O
24	CC/C=C(/C(=C[C@@H](N)C)C(=C)N=C)\CN
25	C#CC/C(=C\C#CC#CO)/[C@@H](C[C@H](CO)O)O
26	C/C=C/C[C@@]([C@](/C(=C/C)/CN)(OC#CN=O)CC)(C=C)O
27	CC(=C)C(=C)OC#COO
28	COO
29	CC#CC#COC(C#CC)(C)C
30	OCC[C@H](C/C=C(/[C@H](F)O)\OC)CC#C
31	C#CC/C(=C(/C[C@@](CC#C)(OC)O)\N=C(\[C@@H](CC#C)C)/C)/OC
32	C=NC#CC#C/C(=C\[C@@H](N)C)/C
33	CO/C(=C(\[C@H](F)O)/OC)/C=C/C#C
34	CCCCC/C(=N\OC(N=C)(O)O)/C#CC#C
35	CCCC/C(=C(\[C@@](C#CC)(CC)C)/O)/CO
36	O=NCC[C@H](C/C=C(/C/C(=N\O[C@@](CC#C)(N=C)O)/C#CC#C)\OC)CC#C
37	OC[C@@H](C#CC(=C)O)O
38	CC#CC(CC)(C)C
39	C#CC[C@](O/N=C(/C#C/C(=C/C)/C#C)\C)(OC)O
40	C#CCC#C[C@@](C#CC)(OC#COC(=C)N=C)C
1	CNC(C#C)(C)C
2	CC#CN
3	OCC#C/C=C(/[C@@H](C[C@H](CO)O)O)\CC#C
4	C#CC[C@H](C#CC#CC)CO
5	C/C=C/C[C@@H](C#CCN)O
6	CC#CC(OC#CC(=C)C)(C)C
7	OCC#C[C@H](CO)O
8	C[C@@](OC)(CC#C)O
9	NC/C(=C\[C@H](CO)O)/C(=CC(N)(C)C)C(=C)N=C
10	C=NC(O/N=C(/C#CC#C)\Cl)(O)O
11	C=NC/C(=C\O)/[C@](C#CC)(CC)C
12	C#CC/C(=C\C#CC#CO)/[C@@H](C[C@H](CO)O)O
13	CC#CC#CC
14	COC#C/C(=N/*)/C#CC
15	CCCCC/C(=N\OC(N=C)(O)O)/C(=C)C
16	*/N=N/O/C(=C(/[C@H](F)O)\OC)/OC
17	OC#CC#CCl
18	O/C=C(/C#C/C(=N/OCC(C)C)/C)\C#C
19	OC#COC(=C)O
20	C#CCC#C[C@@](C#C[C@](C(=O)OC(=C)C)(/C=C/C#C)Cl)(OC#COC(=C)N=C)C
21	O=NCC[C@H](C/C=C(/C/C(=N\O[C@@](CC#C)(N=C)O)/C#CC#C)\OC)CC#C
22	CCC#CCN
23	C#CC[C@](O/N=C(/C#C/C(=C/C)/C)\C)(OC)O
24	OC#C/C=C/C(=C(/[C@H](F)O)\OC)/OC
25	COC#C/C(=N/*)/C#CC
26	CCCCCC#COC(=C)O
27	CC#CN
28	CCCCC/C(=N\OC(N=C)(O)O)/C#CC#C
29	CCCCC/C(=N\CCO/N=C(/C#C/C(=C/C)/C#C)\C)/C#CC#C
30	CC/C=C(/C(=C[C@@H](N)C)C(=C)N=C)\CN
31	OC[C@@H](C#CC(=C)O)O
32	COC
33	CO/C=C(/C(=C[C@@H](N)C)C(=C)N=C)\C#CC#C
34	O=NC#CO[C@]([C@@](C=C)(CO)O)(/C(=C/C)/CN)CC
35	CC#CC#COC(C#CC#C)(C)C
36	CCCCC/C(=C(\[C@@](C#CC)(CC)C)/O)/C#CO
37	CC#CC(CC)(C)C
38	CC#CN
39	CCC(OC)(C)C
40	OC#CC#C
1	OCC#C[C@H](CO)O
2	OC[C@@H](C#CC(=C)O)C
3	OCC#C/C=C(/[C@@H](C[C@@H](CO)O)O)\CC#C
4	OCC#C[C@H](CO)O
5	NOC#CO
6	CCCCC/C(=N\OC(N=C)(O)O)/C#CO
7	C#CC#C/C(=N/OC(C#C/C(=C/C)/C)(O)O)/Cl
8	OCCCCC#COC(=C)O
9	COC
10	COC#C/C(=N/OC)/C#CC
11	CC#CC(OC#CC(=C)C#CO)(C)C
12	CCC#CCC(=C)O
13	COC#CN=O
14	C/C=C(/[C@@]([C@@](C=C)(CO)O)(OC)CC)\CN
15	COC
16	CCCCC/C(=N\C(=C(\[C@H](F)O)/OC)\OC)/C#CC#C
17	CC#C/C(=N\*)/C#C
18	C=NC(O/C=C/C#CO)(O)O
19	CC#C
20	C[C@](C#C)(NC)CO
21	CC#CC#COC(C#CC#C)(C)C
22	NCC#C[C@@H](O)C
23	C#CC[C@](O/N=C(/N=C)\C)(OC)O
24	CCCCCC#COC#CC
25	OC[C@@H](C#CC(=C)O)O
26	C#CC/C(=C\C#CC)/[C@@H](C[C@H](CO)O)O
27	C#CCC#C[C@H](CO)O
28	O[C@H](C#CC(=C)Cl)CO
29	OC[C@@H](C#CC(=C)O)O
30	CC#CC(CC)(C)C
31	COC[C@@H](C#CC#CC)CO
32	C/C=C/C[C@@](C#CC#C)(OC#CC#CC)C
33	O=NCC[C@H](C/C=C(/C/C(=N\O[C@@](CC#C)(N=C)O)/C#CC#CCl)\OC)CC#C
34	OC#CC#C
35	OC(=C)OC#CC#C
36	OC#CC#CO
37	C=NC/C(=C\O)/[C@](C#CC)(CC)C
38	C=NC(O/N=C(/C#CC#C)\Cl)(O)O
39	C#CC[C@H](C#CC#CC)CO
40	*/N=C(\C(=C)O)/C#COC
1	OCC#C[C@H]([C@@H](O)N)O
2	C#CC/C(=C\C#CC)/[C@@H](CO)O
3	OCC#C/C=C(\[C@@H](C[C@@H](C[C@H](CO)O)O)O)/CC#C
4	OCC#C[C@H](CO)O
5	C=NC(C#C)(O)O
6	OOC#CN=O
7	NOC#CCO
8	OCC#C[C@H](CO)O
9	OCC[C@H](C#CC#CC)CO
10	C[C@](NC)(CO)O
11	OCC#C[C@H](CO)C
12	CC#C[C@@](OC#CC(=C)C#CO)(O)C
13	OC[C@@H](C#CC(=C)OC)O
14	CO/N=C(/C#CO)\C#CC
15	NCC#C[C@@H](/C=C/C#CO)C
16	COC[C@@H](C#CC#CC)CO
17	OCC#C[C@H](CO)Cl
18	OO/N=C(\C#CC)/C#COC
19	C/C=C/C[C@@](C#CC#C)(OC#CC#CC)C
20	COC#CC
21	OCC#C[C@@H](CO)O
22	C/C=C/C[C@@](C#CC#C)(OC#CC#CC)C
23	OC[C@@H](C#CCC)O
24	OC[C@@H](C#CC#CC#C)O
25	COC(N=C)(O)O
26	OCC#C[C@@H](CO)O
27	OC[C@@H](C#CC(=C)O)O
28	OCC#CO
29	C#CC#C/C(=N/COC(C#C/C(=C/C)/C)(O)O)/Cl
30	COC#C/C(=N/OC)/C
31	OCCCC#COC(=C)O
32	OOC(N=C)(O)O
33	OCOC(=C)O
34	OC#C/C=C/O[C@](C#C)(N=C)O
35	O[C@H](C#CC#C)CO
